Día,Frecuencia,Tweet,Tipus tweet,user,Lang,Tipus user
06/11/14,292,RT @Laksmiz: #situvas Alicia dejará de cobrar estos sobresueldos a costa de los catalanes #CatalansReadyToVote #estemconvocats9N http://t.c…,campaña,Laksmiz,cat,ciudadana/o
06/11/14,288,RT @jordievole: ATENCIÓN: Salvados se vuelve a liar la manta a la cabeza. Programa exprés por el 9N. Acabamos de empezar a grabarlo: http:/…,noticias,jordievole,cat,media
07/11/14,416,"RT @emparmoliner: Atès que els voluntaris del 9N no tenen dietes, els hauríem de dur quelque dàdiva mengívola o bevívola quan anem a votar.…",organización,emparmoliner,cat,celebrity
07/11/14,292,RT @DreamsIndigo: RT @PaulMaskeyMP: .@AodhanHamill_SF: Solidarity from Belfast to Catalan comrades ahead of vote! #9N #9N2014 #CatalansRead…,campaña,DreamsIndigo,cat,sin datos
07/11/14,283,RT @ForcadellCarme: A dos dies del 9N diguem ben alt i clar q no tenim por q no ens espanten les amenaces q el diumenge votarem x democràci…,campaña,ForcadellCarme,spa,entidades civiles
07/11/14,265,RT @GFA_berri: L'estelada a la Plaça de Gipuzkoa. El poble català decidirà el seu futur. El poble basc també #9N2014 http://t.co/1beCpi8ZQq,campaña,GFA_berri,cat,políticas/os
07/11/14,253,"RT @Elviraduranc: Soy española y me siento ciudadana de Cataluña, votaré SISI en 9N. No es un tema de identidades sino de derechos politico…",campaña,Elviraduranc,spa,entidades civiles
08/11/14,660,"RT @jordievole: Podemos anunciar, si ningún TRIBUNAL nos lo impide, que mañana en SALVADOS ESPECIAL9N entrevistaremos a ARTUR MAS.  Graband…",noticias,jordievole,eng,media
08/11/14,587,RT @324cat: L'@assemblea denuncia que té 75 mòbils bloquejats en la vigila del #9N. La web no funciona ni tampoc la de gencat http://t.co/3…,noticias,324cat,cat,media
08/11/14,506,"RT @sumate_asoc: ¿Para qué votar el #9N? Los ciudadanos tenemos derecho a expresarnos, a opinar, a decidir: si tú no vas, ELLOS GANAN http:…",campaña,sumate_asoc,cat,entidades civiles
08/11/14,502,RT @CollectiuPraga: El #9N tindrem notaris voluntaris a Bcn x aixecar acta en cas q hi hagués cap impediment x exercir els nostres drets. A…,organización,CollectiuPraga,cat,entidades civiles
08/11/14,452,"RT @Ferrancm: Fiscalia no prohibeix res (no pot). Obre investigació i, si de cas, instarà jutges. Tot per atemorir i que #9N no s'obrin loc…",noticias,Ferrancm,cat,media
09/11/14,2838,RT @LoMejorDeVine_: Genio #9N http://t.co/rX90qAZHGv,spam,LoMejorDeVine_,spa,media
09/11/14,2285,"RT @HiginiaRoig: Quan una imatge val més que mil paraules. Gràcies, Ferreres. People have the power. #9N http://t.co/o8NWcBuVP2",campaña,HiginiaRoig,spa,políticas/os
09/11/14,1476,RT @Rafibiris: Brutal el grabar las declaraciones de Pep Guardiola con una Nintendo 3DS. BRU-TAL. http://t.co/OKQzgytbzB #9N,noticias,Rafibiris,spa,ciudadana/o
09/11/14,1423,RT @JovenEuropeo_: 25 años de diferencia #TodosAVotar #9N http://t.co/iurup9P12W,campaña,JovenEuropeo_,spa,avatar
09/11/14,1226,"RT @Araeslhora: Ara és l'hora d'enviar el missatge del 9N al món! Catalunya ha votat, ha decidit, ha guanyat! Fem TT #CataloniaWins! http:/",organización,Araeslhora,spa,entidades civiles
10/11/14,1373,RT @Albert_Rivera: Estos son los datos del #9N según Mas y cia.Seguirán diciendo que la 'inmensa mayoría' quiere 1 consulta separatista? ht…,campaña,Albert_Rivera,spa,políticas/os
10/11/14,760,RT @Foto_Historia: 25 años de diferencia #TodosAVotar #9N http://t.co/23sZykCJye,noticias,Foto_Historia,spa,media
10/11/14,687,"RT @TxabierAlonso: Un neonazi entra a reventar un colegio electoral en el #9N, se encuentra con un equipo de rugby y sale llorando. :-) htt…",noticias,TxabierAlonso,spa,entidades civiles
10/11/14,525,RT @MiguelGardelVa: ¿Cuantos miles de niños cómo estos votaron 9N? Que ridículo más espantoso. Oye! Y no se les cae la cara de vergüenza. h…,noticias,MiguelGardelVa,spa,políticas/os
10/11/14,515,RT @Rafibiris: Brutal el grabar las declaraciones de Pep Guardiola con una Nintendo 3DS. BRU-TAL. http://t.co/OKQzgytbzB #9N,noticias,Rafibiris,spa,ciudadana/o
11/11/14,440,"RT @v_arribas: Farsa del #9N: Este joven se pasó la tarde votando en distintos ""colegios electorales"". A las 16:24, 18:08 y 18:36 http://t.…",noticias,v_arribas,spa,media
11/11/14,405,"RT @jjg_7: El ""supuesto votante"" que supuestamente voto tres veces el #9N según ABC,  nueva MANIPULACIÓN y PILLADA http://t.co/xhAvfJplrp #…",noticias,jjg_7,spa,sin datos
11/11/14,384,RT @Albert_Rivera: Estos son los datos del #9N según Mas y cia.Seguirán diciendo que la 'inmensa mayoría' quiere 1 consulta separatista? ht…,campaña,Albert_Rivera,spa,políticas/os
11/11/14,364,RT @lluis_llach: El President ha agraït la cooperació de tothom menys la dels partits que l'han ajudat a q el seu nou 9N triomfés.Se'n deu …,campaña,lluis_llach,spa,celebrity
11/11/14,354,"RT @HiginiaRoig: Efectes secundaris post #9N. Nomenen cap de TVE-Catalunya el cap de premsa del PP. El 1996, sobre ell, escrivíem això http…",noticias,HiginiaRoig,cat,políticas/os
12/11/14,1239,"RT @gerardotc: Si extrapolamos la lectura que hace Rajoy para la participación en el 9N, nos sale que 3 de cada 4 españoles no votaron a Ra…",dialéctica,gerardotc,cat,avatar
12/11/14,688,RT @elEconomistaes: El separatismo cuesta ya a #Cataluña 690 millones en caída de #inversiones | http://t.co/DEjlUEl20L http://t.co/9NDSMET…,noticias,elEconomistaes,cat,media
12/11/14,460,RT @sumate_asoc: El #9N participó casi tanta gente como en las pasadas europeas. ¿Y dicen que es un fracaso? http://t.co/fjvRgywq9K,dialéctica,sumate_asoc,spa,entidades civiles
12/11/14,409,RT @Albert_Rivera: Rajoy ha esperado 3 días desde que en el #9N se utilizarán colegios públicos y dinero público para salir y no decir nada…,campaña,Albert_Rivera,spa,políticas/os
12/11/14,271,RT @HiginiaRoig: .@MontseSuarezA En mi DNI pone dos cosas: que el 9N votaba en Barcelona. Y que caduca en 2014.,campaña,HiginiaRoig,cat,políticas/os
13/11/14,164,RT @elEconomistaes: El separatismo cuesta ya a #Cataluña 690 millones en caída de #inversiones | http://t.co/DEjlUEl20L http://t.co/9nDSMET…,noticias,elEconomistaes,spa,media
13/11/14,164,RT @elEconomistaes: El separatismo cuesta ya a #Cataluña 690 millones en caída de #inversiones | http://t.co/DEjlUEl20L http://t.co/9NDSMET…,dialéctica,gerardotc,spa,avatar
13/11/14,139,"RT @gerardotc: Si extrapolamos la lectura que hace Rajoy para la participación en el 9N, nos sale que 3 de cada 4 españoles no votaron a Ra…",noticias,ramontremosa,spa,políticas/os
13/11/14,136,"RT @ramontremosa: Gran article d'@ernestfolch sobre el #9N a @elperiodico_cat: ""M'he equivocat"" http://t.co/gj3NkUtelf",noticias,324cat,spa,media
13/11/14,132,RT @324cat: Jutges per la Democràcia denuncia les pressions del govern espanyol a la Fiscalia pel #9N http://t.co/txmnIvsNgc http://t.co/4Z…,noticias,cristina_pardo,cat,media
14/11/14,173,RT @gcapdevila: M'expliquen fonts fiables que per 1r cop hi ha pressions internacionals reals a Madrid. Pq deixi estar les querelles pel 9N…,noticias,gcapdevila,cat,media
14/11/14,140,RT @quimnadal: Que Catalunya tingués excedent de voluntaris pel 9N i que tingui dèficit de voluntaris pel Banc dels Aliments vol dir que te…,dialéctica,quimnadal,cat,políticas/os
14/11/14,111,"RT @ciu: Exigim la dimissió de Llanos de Luna per intimidar reiteradament a alcaldes, regidors, directors d’institut i funcionaris. #9N #Pa…",campaña,ciu,cat,políticas/os
14/11/14,110,RT @Mas_Enfurecido: FLORENTINO PÉREZ ENVIA UNA SALUTACIÓ ALS QUE EL #9N VAU VOTAR 'SÍ/NO'  #TITELLES,humor,Mas_Enfurecido,cat,avatar
14/11/14,82,"RT @ThIsCatalonia: Last #9N2014 24,1% of the Catalan population voted for independence. Others rule a country with less support http://t.co…",campaña,ThIsCatalonia,cat,entidades civiles
